brand,model,year,age_years,mileage_km,fuel_type,transmission,region,accident_history,owners_count,engine_cc,price_krw,export_demand_index
Chevrolet,Trailblazer,2022,4,77180,Дизель,Автомат,Пусан,0,2,2199,14500000,1.129
Chevrolet,Trailblazer,2024,2,26035,Гибрид,Автомат,Кёнгидо (Ансан),0,2,1600,21200000,1.021
Hyundai,Santa Fe,2022,4,62419,Дизель,Автомат,Инчхон,0,3,1600,21900000,1.328
Kia,K5,2026,0,500,Дизель,Автомат,Инчхон,0,2,2199,25400000,0.821
Hyundai,Tucson,2026,0,5545,Гибрид,Автомат,Ульсан,0,3,2199,31000000,0.836
Hyundai,Santa Fe,2016,10,141170,Дизель,Автомат,Ульсан,0,3,2199,5700000,1.026
Hyundai,Tucson,2017,9,128002,Дизель,Автомат,Ульсан,0,1,1998,4800000,0.924
Kia,Sportage,2016,10,162603,LPG,Автомат,Сеул,0,3,1998,4600000,0.882
Ssangyong,Torres,2019,7,80254,Бензин,Автомат,Сеул,0,2,2199,7000000,0.924
Genesis,G80,2017,9,122727,Бензин,Автомат,Пусан,1,3,2199,8200000,0.847
Kia,Sportage,2020,6,107509,Дизель,Автомат,Тэгу,1,1,2497,5100000,0.946
Kia,Carnival,2016,10,131319,Гибрид,Механика,Ульсан,0,1,2497,6300000,0.763
Ssangyong,Torres,2016,10,180062,Гибрид,Автомат,Пусан,1,2,2199,4500000,0.627
Genesis,G80,2023,3,54932,LPG,Автомат,Сеул,0,3,2999,33200000,1.322
Genesis,G80,2024,2,27933,Бензин,Автомат,Сеул,0,1,1600,34300000,1.461
Hyundai,Santa Fe,2021,5,64186,Гибрид,Автомат,Сеул,0,2,2497,16400000,1.202
Hyundai,Santa Fe,2022,4,90039,Дизель,Автомат,Кёнгидо (Ансан),1,1,2199,17800000,0.996
Hyundai,Tucson,2026,0,2639,Бензин,Автомат,Сеул,0,3,2199,31000000,0.924
Genesis,G80,2018,8,100176,Дизель,Автомат,Кёнгидо (Ансан),0,3,2497,8600000,1.129
Kia,K5,2020,6,85619,LPG,Автомат,Инчхон,0,1,1998,8200000,0.961
Kia,K5,2024,2,16450,Бензин,Автомат,Ульсан,1,1,1600,17400000,0.797
Kia,Carnival,2017,9,130797,Гибрид,Автомат,Кёнгидо (Ансан),1,3,2199,6300000,0.731
Kia,K5,2019,7,82848,Бензин,Автомат,Инчхон,0,2,1998,5400000,0.821
Kia,Sportage,2022,4,65358,Гибрид,Автомат,Кёнгидо (Ансан),1,3,2497,12500000,0.856
Genesis,G80,2025,1,16180,Бензин,Автомат,Пусан,0,1,2497,50600000,1.129
Hyundai,Sonata,2025,1,22199,Дизель,Автомат,Сеул,0,3,1600,25000000,0.821
Genesis,G80,2017,9,155193,Бензин,Автомат,Кёнгидо (Ансан),0,2,2497,8200000,1.129
Hyundai,Tucson,2018,8,120844,Бензин,Автомат,Тэгу,0,1,2199,4800000,0.924
Renault Korea,QM6,2025,1,16410,Бензин,Автомат,Сеул,0,3,2199,22700000,0.872
Renault Korea,QM6,2020,6,81843,Бензин,Механика,Сеул,0,2,1998,8700000,0.884
Hyundai,Avante,2026,0,500,Гибрид,Автомат,Пусан,1,2,2999,18000000,0.488
Genesis,G80,2024,2,32354,Гибрид,Автомат,Сеул,0,1,2497,38200000,1.322
Renault Korea,QM6,2019,7,95381,Гибрид,Автомат,Сеул,0,1,1600,7800000,0.789
Kia,Sportage,2017,9,142408,Гибрид,Автомат,Кёнгидо (Ансан),0,2,1998,4600000,0.882
Kia,K5,2025,1,16821,Дизель,Автомат,Сеул,0,2,1998,22900000,0.821
Ssangyong,Torres,2020,6,135137,Дизель,Автомат,Ульсан,1,3,1600,8100000,0.897
Hyundai,Tucson,2025,1,15416,Дизель,Автомат,Сеул,0,1,2199,27000000,0.924
Kia,Carnival,2018,8,135741,Дизель,Автомат,Ульсан,0,3,2999,6300000,1.078
Renault Korea,QM6,2025,1,11020,LPG,Автомат,Тэгу,0,2,2199,23100000,0.789
Genesis,G80,2026,0,500,Бензин,Автомат,Кёнгидо (Ансан),0,3,2999,58400000,1.129
Hyundai,Sonata,2020,6,61533,Дизель,Механика,Инчхон,0,2,1998,11000000,0.832
Hyundai,Sonata,2018,8,103488,Дизель,Автомат,Ульсан,0,1,2199,4000000,0.821
Ssangyong,Torres,2023,3,47110,Бензин,Автомат,Пусан,0,3,1998,21100000,1.195
Kia,Sorento,2025,1,17712,Бензин,Автомат,Ульсан,1,3,2497,30900000,0.77
Kia,Sportage,2024,2,33436,Гибрид,Автомат,Кёнгидо (Ансан),0,1,2999,23900000,1.142
Kia,K5,2025,1,15880,LPG,Автомат,Тэгу,0,2,2199,23400000,0.743
Hyundai,Santa Fe,2016,10,126375,Дизель,Автомат,Ульсан,0,3,2497,5700000,1.026
Kia,K5,2022,4,78300,Дизель,Автомат,Инчхон,0,1,1998,11800000,1.063
Hyundai,Avante,2016,10,136190,Дизель,Автомат,Тэгу,1,1,2497,3000000,0.539
Genesis,G80,2016,10,111255,Бензин,Автомат,Инчхон,0,2,1998,8200000,1.129
Chevrolet,Trailblazer,2022,4,59413,Бензин,Автомат,Пусан,0,1,1998,17200000,1.129
Kia,Carnival,2022,4,73795,Гибрид,Автомат,Инчхон,0,2,2497,26100000,1.262
Genesis,G80,2016,10,152293,Бензин,Автомат,Сеул,0,3,2999,8200000,1.129
Hyundai,Sonata,2020,6,84476,Гибрид,Автомат,Сеул,0,1,2199,10000000,0.961
Hyundai,Santa Fe,2019,7,104775,Бензин,Автомат,Сеул,0,3,2999,10400000,1.026
Kia,Sorento,2022,4,64706,Дизель,Автомат,Пусан,1,2,2497,14800000,0.996
Kia,Carnival,2022,4,58512,LPG,Автомат,Пусан,0,2,1600,21800000,1.262
Kia,K5,2020,6,101131,Дизель,Автомат,Пусан,1,2,1600,4300000,0.797
Kia,Sportage,2019,7,88709,Бензин,Автомат,Кёнгидо (Ансан),0,2,2199,5800000,0.975
Kia,Carnival,2022,4,52904,Бензин,Автомат,Инчхон,0,2,1600,24500000,1.395
Renault Korea,QM6,2025,1,17933,Дизель,Механика,Сеул,0,2,2199,22100000,0.683
Chevrolet,Trailblazer,2020,6,75648,Гибрид,Механика,Инчхон,0,2,2199,12000000,0.799
Hyundai,Santa Fe,2023,3,44221,Бензин,Автомат,Ульсан,0,3,1998,25100000,1.328
Chevrolet,Trailblazer,2019,7,86231,Бензин,Автомат,Тэгу,0,2,1600,7400000,0.872
Hyundai,Avante,2020,6,57133,Бензин,Автомат,Сеул,0,1,2199,7800000,0.93
Kia,Sorento,2022,4,67879,Бензин,Автомат,Инчхон,0,2,1600,19400000,1.328
Kia,K5,2024,2,26049,Бензин,Автомат,Ульсан,1,3,1998,19700000,0.797
Ssangyong,Torres,2020,6,116956,Дизель,Автомат,Сеул,1,3,1998,5000000,0.897
Hyundai,Sonata,2021,5,103907,Дизель,Механика,Пусан,0,1,2999,10800000,0.832
Chevrolet,Trailblazer,2021,5,55214,Бензин,Автомат,Инчхон,0,1,2497,9100000,1.129
Hyundai,Avante,2024,2,48318,Бензин,Автомат,Ульсан,0,2,1600,18400000,0.93
Renault Korea,QM6,2021,5,69158,Дизель,Автомат,Пусан,0,3,1600,11300000,1.129
Kia,Carnival,2023,3,51147,Гибрид,Автомат,Кёнгидо (Ансан),0,2,2497,23600000,1.262
Hyundai,Tucson,2026,0,500,Гибрид,Автомат,Пусан,0,1,1600,33100000,0.836
Kia,Sportage,2017,9,155711,Бензин,Автомат,Ульсан,0,1,2199,4600000,0.975
Kia,K5,2024,2,29933,LPG,Автомат,Тэгу,0,1,2497,21400000,0.961
Hyundai,Sonata,2022,4,73394,Дизель,Автомат,Сеул,1,1,1998,12500000,0.797
Kia,K5,2017,9,141626,Бензин,Механика,Сеул,1,1,1600,3900000,0.482
Hyundai,Sonata,2020,6,96539,Дизель,Автомат,Кёнгидо (Ансан),0,3,2199,10500000,1.063
Kia,K5,2022,4,69158,Гибрид,Автомат,Сеул,0,2,1998,14600000,0.961
Kia,Sportage,2017,9,139573,Бензин,Автомат,Сеул,0,2,2497,4600000,0.975
Kia,Sorento,2021,5,88358,Бензин,Автомат,Тэгу,0,2,2497,16500000,1.328
Hyundai,Sonata,2025,1,8357,Дизель,Автомат,Тэгу,1,1,1600,22700000,0.616
Kia,Carnival,2023,3,59586,Гибрид,Автомат,Тэгу,0,3,2497,27300000,1.262
Kia,Carnival,2020,6,90575,Бензин,Автомат,Ульсан,0,1,1600,13400000,1.395
Kia,K5,2019,7,126662,Бензин,Автомат,Тэгу,0,3,2497,4600000,0.821
Hyundai,Sonata,2025,1,18882,Дизель,Механика,Тэгу,0,2,2497,23900000,0.643
Kia,Sportage,2018,8,138915,Дизель,Автомат,Сеул,0,3,1600,4600000,0.975
Kia,Sorento,2026,0,500,Гибрид,Автомат,Кёнгидо (Ансан),1,3,2199,30600000,0.696
Hyundai,Sonata,2022,4,47063,LPG,Автомат,Тэгу,0,2,1998,15400000,0.961
Kia,Carnival,2024,2,38964,Дизель,Автомат,Сеул,0,1,2199,31700000,1.395
Chevrolet,Trailblazer,2018,8,97513,LPG,Автомат,Инчхон,1,3,2497,4200000,0.592
Chevrolet,Trailblazer,2022,4,56591,Гибрид,Автомат,Кёнгидо (Ансан),0,1,1998,14400000,1.021
Chevrolet,Trailblazer,2024,2,27799,Гибрид,Автомат,Тэгу,1,3,2199,17600000,0.766
Hyundai,Santa Fe,2022,4,54928,Бензин,Автомат,Тэгу,0,3,2999,19000000,1.328
Hyundai,Tucson,2023,3,49328,Дизель,Автомат,Инчхон,0,3,2199,23400000,1.195
Hyundai,Santa Fe,2018,8,127065,Бензин,Автомат,Ульсан,0,1,2497,5700000,1.026
Chevrolet,Trailblazer,2026,0,500,Бензин,Автомат,Ульсан,1,2,2199,27100000,0.654
Chevrolet,Trailblazer,2026,0,2523,Дизель,Автомат,Ульсан,0,3,2999,28300000,0.872
Ssangyong,Torres,2026,0,500,Гибрид,Автомат,Ульсан,1,1,2497,27200000,0.627
Kia,K5,2021,5,85371,Бензин,Механика,Сеул,0,2,1600,12500000,0.832
Kia,K5,2017,9,154827,Бензин,Автомат,Ульсан,0,2,2497,3900000,0.821
Genesis,G80,2021,5,93299,Бензин,Автомат,Инчхон,0,1,2999,27000000,1.461
Ssangyong,Torres,2016,10,165738,LPG,Автомат,Сеул,0,3,1998,4500000,0.836
Hyundai,Sonata,2017,9,129383,Бензин,Автомат,Тэгу,0,3,1998,4000000,0.821
Hyundai,Tucson,2022,4,53257,Бензин,Автомат,Ульсан,0,2,2199,19900000,1.195
Kia,Sorento,2023,3,55700,Бензин,Автомат,Ульсан,0,1,1600,23300000,1.328
Chevrolet,Trailblazer,2023,3,55356,Дизель,Автомат,Пусан,0,1,2497,18600000,1.129
Renault Korea,QM6,2024,2,40765,Бензин,Автомат,Инчхон,1,2,2199,15300000,0.847
Hyundai,Sonata,2016,10,178632,Бензин,Автомат,Ульсан,1,3,1998,4000000,0.616
Ssangyong,Torres,2019,7,143917,Дизель,Автомат,Кёнгидо (Ансан),1,2,2199,4500000,0.693
Kia,Carnival,2018,8,106388,LPG,Автомат,Кёнгидо (Ансан),1,3,1600,6300000,0.731
Genesis,G80,2025,1,18326,Бензин,Автомат,Кёнгидо (Ансан),1,1,2199,44700000,0.847
Hyundai,Tucson,2019,7,105039,Дизель,Автомат,Инчхон,1,3,2999,4800000,0.693
Hyundai,Santa Fe,2025,1,10550,Гибрид,Автомат,Кёнгидо (Ансан),1,2,1998,30700000,0.696
Ssangyong,Torres,2023,3,37807,Бензин,Автомат,Сеул,0,1,2199,20900000,1.195
Hyundai,Sonata,2022,4,77211,Гибрид,Автомат,Кёнгидо (Ансан),1,1,2199,10700000,0.721
Renault Korea,QM6,2026,0,500,Бензин,Автомат,Тэгу,0,3,2199,23800000,0.872
Genesis,G80,2017,9,156079,Дизель,Автомат,Сеул,0,3,2497,8200000,1.129
Hyundai,Tucson,2023,3,50062,Дизель,Автомат,Ульсан,0,3,2199,21700000,1.195
Kia,Sorento,2020,6,98164,Дизель,Автомат,Тэгу,0,3,1998,10600000,1.328
Hyundai,Sonata,2026,0,1286,Бензин,Автомат,Кёнгидо (Ансан),0,1,1998,24900000,0.821
Genesis,G80,2022,4,47496,Гибрид,Автомат,Инчхон,0,2,2999,22800000,1.322
Hyundai,Santa Fe,2023,3,48051,LPG,Механика,Инчхон,0,1,1600,25400000,0.941
Chevrolet,Trailblazer,2024,2,35572,Дизель,Автомат,Инчхон,0,3,2199,21700000,1.129
Hyundai,Sonata,2020,6,68939,Дизель,Автомат,Сеул,0,3,2999,10100000,1.063
Hyundai,Tucson,2020,6,55017,Бензин,Автомат,Кёнгидо (Ансан),0,1,1998,13300000,1.195
Hyundai,Avante,2016,10,153304,Бензин,Автомат,Ульсан,0,3,1600,3000000,0.718
Kia,Sportage,2022,4,64203,Дизель,Автомат,Тэгу,0,1,2199,16000000,1.262
Ssangyong,Torres,2023,3,47183,Бензин,Автомат,Инчхон,0,1,2199,19700000,1.195
Kia,Carnival,2024,2,42200,Бензин,Автомат,Кёнгидо (Ансан),0,1,1998,32400000,1.395
Kia,Sportage,2021,5,58723,Гибрид,Автомат,Пусан,0,1,1998,13600000,1.142
Hyundai,Avante,2020,6,80935,Гибрид,Автомат,Ульсан,0,1,1998,7400000,0.841
Hyundai,Avante,2021,5,58138,Бензин,Автомат,Кёнгидо (Ансан),0,2,2999,11700000,0.93
Hyundai,Tucson,2017,9,199970,Дизель,Механика,Сеул,0,2,1600,4800000,0.723
Kia,Sportage,2018,8,88391,Бензин,Автомат,Кёнгидо (Ансан),0,2,1998,4600000,0.975
Hyundai,Santa Fe,2023,3,41257,Дизель,Автомат,Пусан,1,3,2497,21600000,0.996
Genesis,G80,2025,1,6864,Бензин,Автомат,Пусан,0,3,1600,44100000,1.129
Kia,Sorento,2024,2,32697,Гибрид,Автомат,Сеул,1,3,2497,22400000,0.901
Hyundai,Tucson,2024,2,32999,Дизель,Автомат,Сеул,0,2,1998,22400000,1.195
Hyundai,Santa Fe,2022,4,73257,Дизель,Автомат,Тэгу,1,1,2199,18800000,0.996
Hyundai,Avante,2022,4,55946,Гибрид,Автомат,Сеул,0,3,2999,10500000,0.841
Kia,K5,2023,3,42979,Дизель,Автомат,Сеул,0,2,2999,17900000,1.063
Genesis,G80,2019,7,60874,Дизель,Автомат,Инчхон,0,1,2497,15800000,1.129
Renault Korea,QM6,2021,5,74273,Дизель,Механика,Инчхон,0,2,1998,12300000,0.884
Genesis,G80,2025,1,16219,Бензин,Автомат,Сеул,0,2,1600,54500000,1.129
Renault Korea,QM6,2026,0,2047,Гибрид,Автомат,Инчхон,0,3,2497,26000000,0.789
Hyundai,Tucson,2017,9,128500,Гибрид,Автомат,Инчхон,0,3,1600,4800000,0.836
Kia,Sportage,2019,7,110438,Бензин,Автомат,Ульсан,0,3,2497,8000000,0.975
Chevrolet,Trailblazer,2020,6,89926,Гибрид,Автомат,Ульсан,0,3,1998,8400000,1.021
Kia,Sportage,2023,3,62987,Бензин,Автомат,Пусан,0,1,1998,22100000,1.262
Hyundai,Santa Fe,2026,0,500,Бензин,Автомат,Инчхон,0,1,2999,38700000,1.026
Hyundai,Sonata,2025,1,13130,Гибрид,Автомат,Инчхон,0,3,2497,23500000,0.743
Kia,K5,2019,7,78412,Дизель,Автомат,Пусан,1,2,1600,3900000,0.616
Kia,K5,2016,10,160067,Гибрид,Автомат,Пусан,0,3,1998,3900000,0.743
Hyundai,Avante,2024,2,15151,Дизель,Автомат,Сеул,1,1,2497,13800000,0.697
Chevrolet,Trailblazer,2018,8,108705,Дизель,Автомат,Ульсан,0,2,1998,4200000,0.872
Hyundai,Tucson,2024,2,35885,Гибрид,Автомат,Ульсан,0,3,2497,23400000,1.082
Chevrolet,Trailblazer,2025,1,18864,Дизель,Автомат,Пусан,0,3,1998,24400000,0.872
Ssangyong,Torres,2016,10,141128,Дизель,Механика,Тэгу,0,1,2999,4500000,0.723
Hyundai,Santa Fe,2017,9,139154,Гибрид,Автомат,Тэгу,0,1,2497,5700000,0.929
Kia,Carnival,2023,3,36874,Дизель,Автомат,Тэгу,0,1,2497,28600000,1.395
Kia,Sportage,2017,9,148817,Бензин,Автомат,Ульсан,0,2,2999,4600000,0.975
Hyundai,Santa Fe,2026,0,5306,Гибрид,Автомат,Пусан,0,1,1998,39100000,0.929
Hyundai,Santa Fe,2018,8,158513,Дизель,Автомат,Ульсан,0,1,2497,5700000,1.026
Ssangyong,Torres,2016,10,121192,Бензин,Автомат,Инчхон,0,1,2497,4500000,0.924
Chevrolet,Trailblazer,2017,9,116255,Бензин,Автомат,Кёнгидо (Ансан),0,3,1998,4200000,0.872
Renault Korea,QM6,2025,1,17678,Бензин,Автомат,Инчхон,0,1,2199,24300000,0.872
Hyundai,Tucson,2026,0,500,Дизель,Автомат,Пусан,0,3,2199,30100000,0.924
Hyundai,Sonata,2022,4,56981,Бензин,Автомат,Кёнгидо (Ансан),1,2,2199,13300000,0.797
Hyundai,Sonata,2022,4,55379,Гибрид,Автомат,Тэгу,1,3,2497,9800000,0.721
Ssangyong,Torres,2025,1,6980,Бензин,Автомат,Пусан,0,1,2999,27300000,0.924
Kia,Sportage,2024,2,22041,Гибрид,Автомат,Сеул,1,1,1600,16400000,0.856
Hyundai,Santa Fe,2025,1,8045,Бензин,Автомат,Сеул,0,3,2999,32000000,1.026
Hyundai,Sonata,2025,1,13605,Гибрид,Автомат,Тэгу,0,1,1600,23700000,0.743
Kia,Sportage,2026,0,2401,Бензин,Автомат,Сеул,0,1,1998,32900000,0.975
Kia,Sorento,2025,1,19496,Дизель,Автомат,Сеул,1,1,2199,24200000,0.77
Kia,K5,2018,8,168619,Гибрид,Автомат,Инчхон,0,3,1998,3900000,0.743
Hyundai,Santa Fe,2017,9,127245,Дизель,Автомат,Кёнгидо (Ансан),0,1,1600,5700000,1.026
Hyundai,Sonata,2022,4,48560,Дизель,Автомат,Пусан,0,1,2199,15400000,1.063
Chevrolet,Trailblazer,2023,3,47279,Дизель,Автомат,Сеул,1,1,2199,16100000,0.847
Renault Korea,QM6,2017,9,125961,Бензин,Автомат,Кёнгидо (Ансан),0,1,1600,3900000,0.872
Hyundai,Tucson,2025,1,8009,Дизель,Автомат,Тэгу,0,1,2999,29900000,0.924
Genesis,G80,2024,2,36380,Дизель,Автомат,Сеул,1,2,1600,35900000,1.096
Kia,K5,2023,3,21080,Бензин,Механика,Тэгу,0,3,1600,16800000,0.832
Renault Korea,QM6,2017,9,106916,Дизель,Автомат,Сеул,0,3,1998,3900000,0.872
Renault Korea,QM6,2026,0,500,Бензин,Автомат,Кёнгидо (Ансан),0,1,2497,25200000,0.872
Renault Korea,QM6,2018,8,133111,Бензин,Автомат,Тэгу,0,1,1998,3900000,0.872
Hyundai,Santa Fe,2020,6,101860,Дизель,Автомат,Ульсан,0,1,2999,11000000,1.328
Ssangyong,Torres,2021,5,75637,Дизель,Автомат,Тэгу,0,3,2497,13000000,1.195
Ssangyong,Torres,2022,4,55587,Гибрид,Автомат,Пусан,0,2,2497,16600000,1.082
Chevrolet,Trailblazer,2019,7,121159,Дизель,Автомат,Пусан,0,1,2199,8800000,0.872
Kia,Carnival,2024,2,18878,Дизель,Автомат,Ульсан,0,3,1600,33900000,1.395
Kia,Sportage,2019,7,100739,Гибрид,Механика,Ульсан,0,2,2199,5700000,0.69
Hyundai,Santa Fe,2023,3,35572,Бензин,Автомат,Инчхон,0,1,1998,27100000,1.328
Chevrolet,Trailblazer,2025,1,16428,Бензин,Автомат,Пусан,0,2,2497,25600000,0.872
Kia,Sportage,2025,1,18540,Дизель,Автомат,Кёнгидо (Ансан),0,3,2999,25600000,0.975
Hyundai,Tucson,2016,10,102594,Бензин,Автомат,Кёнгидо (Ансан),0,3,2999,4800000,0.924
Kia,Sportage,2023,3,60943,Дизель,Автомат,Инчхон,0,3,2199,18900000,1.262
Kia,Sorento,2019,7,113043,Дизель,Автомат,Ульсан,0,1,1600,7500000,1.026
Hyundai,Tucson,2018,8,143550,Дизель,Автомат,Сеул,0,2,1600,4800000,0.924
Kia,Sorento,2025,1,9749,Бензин,Автомат,Ульсан,0,1,2497,32900000,1.026
Hyundai,Sonata,2025,1,16132,Бензин,Автомат,Ульсан,0,2,2999,25900000,0.821
Genesis,G80,2018,8,172003,Бензин,Автомат,Инчхон,1,3,1998,8200000,0.847
Hyundai,Avante,2024,2,28145,Бензин,Автомат,Тэгу,1,2,1600,12000000,0.697
Chevrolet,Trailblazer,2019,7,89543,Дизель,Автомат,Инчхон,0,3,2497,6100000,0.872
Hyundai,Santa Fe,2025,1,17461,Гибрид,Автомат,Кёнгидо (Ансан),0,3,1998,35300000,0.929
Renault Korea,QM6,2025,1,9439,Дизель,Автомат,Сеул,0,1,1998,22500000,0.872
